County Name,Priority Area Number,Priority Area,Focus Area Number,Focus Area,Indicator Order on County Dashboard,Indicator ID,Indicator,Event Count/Rate,Average Number of Denominator/Rate,Measure Unit,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Quartile,2024 Objective,Objective Region,Data Years,Date Source
Livingston,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",25,20.9,Difference in percents,4.1,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Madison,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",28.6,21.7,Difference in percents,6.9,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Monroe,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",49.2,17,Difference in percents,32.2,,,,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Montgomery,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",45.5,21.6,Difference in percents,23.9,,,Unstable Estimate,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Nassau,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",30.9,12.9,Difference in percents,18,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Niagara,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",49.5,20,Difference in percents,29.5,,,,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Oneida,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",53.8,20.3,Difference in percents,33.5,,,,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Onondaga,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",47.2,18.9,Difference in percents,28.3,,,,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Ontario,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",28.6,20.6,Difference in percents,8,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Orange,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",41.1,20.5,Difference in percents,20.6,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Orleans,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",18.2,19.9,Difference in percents,-1.7,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Oswego,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",50,27.8,Difference in percents,22.2,,,Unstable Estimate,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Otsego,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",83.3,20.1,Difference in percents,63.2,,,Unstable Estimate,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Putnam,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",35,18.3,Difference in percents,16.7,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Rensselaer,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",59.2,18.4,Difference in percents,40.8,,,,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Rockland,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",29.9,13.7,Difference in percents,16.2,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
St. Lawrence,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",53.8,23.6,Difference in percents,30.2,,,Unstable Estimate,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Saratoga,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",36,19.8,Difference in percents,16.2,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Schenectady,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",56.1,18.7,Difference in percents,37.4,,,,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Schoharie,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",0,19.4,Difference in percents,-19.4,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Schuyler,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",0,20.6,Difference in percents,-20.6,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Seneca,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",25,21.9,Difference in percents,3.1,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Steuben,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",42.1,19.7,Difference in percents,22.4,,,Unstable Estimate,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Suffolk,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",35.4,17.8,Difference in percents,17.6,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Sullivan,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",33.8,25.8,Difference in percents,8,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Tioga,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",0,20.7,Difference in percents,-20.7,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Tompkins,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",55.6,20.9,Difference in percents,34.7,,,,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Ulster,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",44.6,19.3,Difference in percents,25.3,,,,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Warren,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",77.8,20.9,Difference in percents,56.9,,,Unstable Estimate,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Washington,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",25,23.2,Difference in percents,1.8,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Wayne,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",44.4,24.7,Difference in percents,19.7,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Westchester,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",32.3,11.8,Difference in percents,20.5,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Wyoming,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",100,21.2,Difference in percents,78.8,,,Unstable Estimate,31.1+ : Q4,17.3,New York State,2022,"Vital Records, data as of March 2025"
Yates,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",0,23.1,Difference in percents,-23.1,,,Unstable Estimate,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Bronx,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",42.8,17.8,Difference in percents,25,,,,21.6 -< 31.1 : Q3,17.3,New York State,2022,"Vital Records, data as of March 2025"
Kings,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",34.7,17.7,Difference in percents,17,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
New York,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",34.5,13.5,Difference in percents,21,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
Queens,0,Improve Health Status and Reduce Health Disparities,0,Improve Health Status and Reduce Health Disparities,1.1,pa1.1_0,"Premature deaths (before age 65 years), difference in percentages between Black non-Hispanics and White non-Hispanics",32.1,15.5,Difference in percents,16.6,,,,< 21.6 : Q1 - Q2,17.3,New York State,2022,"Vital Records, data as of March 2025"
